year	month	day	DateTime	AreaTypeCode	AreaName	MapCode	TotalLoadValue	SubmissionTS
2017	2	19	2017-02-19 22:00:00.000	CTY	Czech Republic	CZ	7559.320000	2017-02-19 23:07:26.000
2017	2	26	2017-02-26 15:00:00.000	CTY	Greece	GR	5515.000000	2017-02-26 16:36:49.000
2017	2	10	2017-02-10 22:30:00.000	CTY	Luxembourg	LU	574.000000	2017-05-05 12:37:13.000
2017	2	14	2017-02-14 05:30:00.000	CTY	Luxembourg	LU	514.000000	2017-05-05 12:37:20.000
2017	2	14	2017-02-14 04:30:00.000	CTY	Ireland	IE	2671.100000	2017-02-14 05:19:30.000
2017	2	22	2017-02-22 19:00:00.000	CTY	Czech Republic	CZ	9016.290000	2017-02-22 20:08:16.000
2017	2	21	2017-02-21 02:00:00.000	CTY	Ireland	IE	2603.420000	2017-02-21 03:19:14.000
2017	2	22	2017-02-22 09:30:00.000	CTY	Ireland	IE	3785.250000	2017-02-22 10:19:17.000
2017	2	14	2017-02-14 00:00:00.000	CTY	Lithuania	LT	1040.000000	2017-02-14 01:13:45.000
2017	2	21	2017-02-21 08:00:00.000	CTA	REN CA	PT	6546.300000	2017-10-21 07:40:17.000
2017	2	21	2017-02-21 19:00:00.000	CTA	REN CA	PT	7275.400000	2017-10-21 07:40:17.000
2017	2	20	2017-02-20 02:00:00.000	CTA	REN CA	PT	4465.000000	2017-10-21 07:40:17.000
2017	2	19	2017-02-19 02:00:00.000	CTA	REN CA	PT	4508.100000	2017-10-21 07:40:17.000
2017	2	21	2017-02-21 05:00:00.000	CTA	REN CA	PT	4761.900000	2017-10-21 07:40:17.000
2017	2	20	2017-02-20 05:00:00.000	CTA	REN CA	PT	4515.200000	2017-10-21 07:40:17.000
2017	2	4	2017-02-04 08:00:00.000	BZN	SE3 BZ	SE3	12045.000000	2017-02-04 23:39:05.000
2017	2	13	2017-02-13 20:30:00.000	CTA	TenneT GER CA	DE_TenneT_GER	19784.670000	2017-02-15 00:07:13.000
2017	2	13	2017-02-13 01:30:00.000	CTA	TenneT GER CA	DE_TenneT_GER	13977.060000	2017-02-15 00:07:13.000
2017	2	13	2017-02-13 22:45:00.000	CTA	TenneT GER CA	DE_TenneT_GER	16741.220000	2017-02-15 00:07:13.000
2017	2	13	2017-02-13 05:00:00.000	CTA	TenneT GER CA	DE_TenneT_GER	17678.080000	2017-02-15 00:07:13.000
2017	2	13	2017-02-13 12:45:00.000	CTA	TenneT GER CA	DE_TenneT_GER	21955.890000	2017-02-15 00:07:13.000
2017	2	13	2017-02-13 08:00:00.000	CTA	TenneT GER CA	DE_TenneT_GER	22052.500000	2017-02-15 00:07:13.000
2017	2	13	2017-02-13 15:00:00.000	CTA	TenneT GER CA	DE_TenneT_GER	20572.060000	2017-02-15 00:07:13.000
2017	2	4	2017-02-04 13:00:00.000	BZN	SE1 BZ	SE1	1191.000000	2017-02-04 23:39:05.000
2017	2	25	2017-02-25 21:00:00.000	CTY	Denmark	DK	3343.890000	2017-02-25 22:46:11.000
2017	2	24	2017-02-24 13:30:00.000	CTY	Belgium	BE	11521.800000	2017-03-21 09:37:31.000
2017	2	24	2017-02-24 06:15:00.000	CTY	Belgium	BE	11706.320000	2017-03-21 09:37:31.000
2017	2	24	2017-02-24 14:00:00.000	CTY	Belgium	BE	11346.550000	2017-03-21 09:37:31.000
2017	2	24	2017-02-24 02:45:00.000	CTY	Belgium	BE	9113.860000	2017-03-21 09:37:31.000
2017	2	24	2017-02-24 18:45:00.000	CTY	Belgium	BE	11749.750000	2017-03-21 09:37:31.000
2017	2	8	2017-02-08 10:00:00.000	CTA	MEPSO CA	MK	1044.000000	2017-02-13 08:52:50.000
2017	2	18	2017-02-18 03:00:00.000	CTA	MEPSO CA	MK	770.000000	2017-02-20 12:46:19.000
2017	2	10	2017-02-10 21:00:00.000	CTY	Cyprus	CY	516.350000	2017-02-10 21:40:25.000
2017	2	7	2017-02-07 16:00:00.000	BZN	Fingrid BZ	FI	13467.000000	2017-02-07 17:03:16.000
2017	2	12	2017-02-12 01:00:00.000	BZN	Fingrid BZ	FI	10480.000000	2017-02-12 02:11:42.000
2017	2	7	2017-02-07 11:00:00.000	BZN	Cyprus TSO BZ	CY	493.870000	2017-02-07 11:40:21.000
2017	2	16	2017-02-16 12:30:00.000	BZN	Cyprus TSO BZ	CY	630.850000	2017-02-16 13:14:24.000
2017	2	15	2017-02-15 12:00:00.000	BZN	IT-South BZ	IT_SUD	2602.000000	2017-02-16 06:01:14.000
2017	2	2	2017-02-02 08:00:00.000	BZN	IT-South BZ	IT_SUD	3385.000000	2017-02-03 06:00:52.000
2017	2	2	2017-02-02 08:00:00.000	BZN	IT-Sardinia BZ	IT_SARD	1110.000000	2017-02-03 06:00:52.000
2017	2	2	2017-02-02 05:00:00.000	BZN	IT-Sardinia BZ	IT_SARD	889.000000	2017-02-03 06:00:52.000
2017	2	2	2017-02-02 07:00:00.000	BZN	IT-Centre-North BZ	IT_CNOR	4843.000000	2017-02-03 06:00:52.000
2017	2	2	2017-02-02 10:00:00.000	BZN	IT-Centre-North BZ	IT_CNOR	5120.000000	2017-02-03 06:00:52.000
2017	2	6	2017-02-06 23:00:00.000	BZN	swissgrid BZ	CH	7668.610000	2017-02-28 11:50:15.000
2017	2	15	2017-02-15 23:00:00.000	BZN	ESO BZ	BG	4738.000000	2017-05-05 11:06:59.000
2017	2	26	2017-02-26 14:00:00.000	BZN	REE BZ	ES	25454.000000	2017-02-26 15:15:31.000
2017	2	13	2017-02-13 23:00:00.000	BZN	IT-North BZ	IT_NORD	15224.000000	2017-02-15 06:00:56.000
2017	2	20	2017-02-20 17:30:00.000	CTA	TransnetBW CA	DE_TransnetBW	9262.800000	2017-02-20 23:06:08.000
2017	2	20	2017-02-20 21:00:00.000	CTA	TransnetBW CA	DE_TransnetBW	8062.620000	2017-02-20 23:06:08.000
2017	2	20	2017-02-20 00:15:00.000	CTA	TransnetBW CA	DE_TransnetBW	5661.350000	2017-02-20 23:06:08.000
2017	2	17	2017-02-17 05:00:00.000	CTA	Cyprus TSO CA	CY	565.260000	2017-02-17 05:40:33.000
2017	2	25	2017-02-25 09:15:00.000	BZN	MAVIR BZ	HU	5202.000000	2017-02-25 23:19:28.000
2017	2	20	2017-02-20 15:00:00.000	BZN	SE3 BZ	SE3	12512.000000	2017-02-20 23:42:01.000
2017	2	6	2017-02-06 19:15:00.000	BZN	Elia BZ	BE	12025.900000	2017-04-07 09:45:21.000
2017	2	2	2017-02-02 21:30:00.000	BZN	Ireland - (SEM) BZ	IE_SEM	5000.780000	2017-02-02 22:19:20.000
