year	month	day	DateTime	AreaTypeCode	AreaName	MapCode	PowerSystemResourceName	ProductionTypeName	ActualGenerationOutput	ActualConsumption	InstalledGenCapacity	SubmissionTS
2016	1	29	2016-01-29 13:00:00.000	CTA	RTE CA	FR	CIVAUX 2	Nuclear 	1506.000000	0.000000	1495.00	2016-01-29 14:53:08.000
2016	1	29	2016-01-29 19:00:00.000	CTA	RTE CA	FR	BROMMAT 7	Hydro Water Reservoir 	0.000000	0.000000	240.00	2016-01-29 20:54:08.000
2016	1	29	2016-01-29 09:00:00.000	CTA	RTE CA	FR	SUPER BISSORTE 2	Hydro Pumped Storage 	0.000000	0.000000	152.00	2016-01-29 10:53:08.000
2016	1	29	2016-01-29 10:00:00.000	CTA	RTE CA	FR	GRAND MAISON 11	Hydro Pumped Storage 	135.000000	0.000000	157.00	2016-01-29 12:01:11.000
2016	1	29	2016-01-29 10:00:00.000	CTA	RTE CA	FR	CORDEMAIS 3	Fossil Oil 	0.000000	0.000000	685.00	2016-01-29 12:01:11.000
2016	1	29	2016-01-29 10:00:00.000	CTA	RTE CA	FR	MONTEZIC 1	Hydro Pumped Storage 	154.000000	0.000000	227.00	2016-01-29 12:01:11.000
2016	1	29	2016-01-29 10:00:00.000	CTA	RTE CA	FR	Croix-de-Metz	Fossil Gas 	417.000000	0.000000	413.00	2016-01-29 12:01:11.000
2016	1	29	2016-01-29 10:00:00.000	CTA	RTE CA	FR	COMBIGOLFE CCG	Fossil Gas 	417.000000	0.000000	425.00	2016-01-29 12:01:11.000
2016	1	29	2016-01-29 12:00:00.000	CTA	RTE CA	FR	SISTERON 1	Hydro Water Reservoir 	0.000000	0.000000	124.00	2016-01-29 13:55:08.000
2016	1	29	2016-01-29 16:00:00.000	CTA	RTE CA	FR	BORT 1	Hydro Water Reservoir 	0.000000	0.000000	118.00	2016-01-29 17:58:08.000
2016	1	29	2016-01-29 16:00:00.000	CTA	RTE CA	FR	BRENNILIS 2	Fossil Oil 	0.000000	0.000000	85.00	2016-01-29 17:58:08.000
2016	1	29	2016-01-29 16:00:00.000	CTA	RTE CA	FR	DIRINON 2	Fossil Oil 	1.000000	0.000000	85.00	2016-01-29 17:58:08.000
2016	1	29	2016-01-29 16:00:00.000	CTA	RTE CA	FR	PORCHEVILLE 4	Fossil Oil 	0.000000	0.000000	585.00	2016-01-29 17:58:08.000
2016	1	29	2016-01-29 16:00:00.000	CTA	RTE CA	FR	MONTEZIC 2	Hydro Pumped Storage 	0.000000	45.000000	227.00	2016-01-29 17:58:08.000
2016	1	29	2016-01-29 16:00:00.000	CTA	RTE CA	FR	VAIRES 1	Fossil Oil 	0.000000	0.000000	181.00	2016-01-29 17:58:08.000
2016	1	29	2016-01-29 16:00:00.000	CTA	RTE CA	FR	REVIN 4	Hydro Pumped Storage 	64.000000	0.000000	202.00	2016-01-29 17:58:08.000
2016	1	29	2016-01-29 16:00:00.000	CTA	RTE CA	FR	COMBE D'AVRIEUX 1	Hydro Water Reservoir 	0.000000	0.000000	123.00	2016-01-29 17:58:08.000
2016	1	29	2016-01-29 16:00:00.000	CTA	RTE CA	FR	TRICASTIN 3	Nuclear 	901.000000	0.000000	915.00	2016-01-29 17:58:08.000
