year	month	day	DateTime	AreaTypeCode	AreaName	MapCode	ProductionType_Name	ActualConsumption	ActualGenerationOutput	SubmissionTS
2016	1	14	2016-01-14 12:00:00.000	CTA	Elia CA	BE	Other 	0.000000	680.047500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 14:00:00.000	CTA	Elia CA	BE	Wind Offshore 	0.000000	640.685000	2017-01-10 10:42:05.000
2016	1	14	2016-01-14 05:00:00.000	CTA	Elia CA	BE	Hydro Pumped Storage 	0.000000	0.000000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 13:00:00.000	CTA	Elia CA	BE	Waste 	0.000000	157.152500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 12:00:00.000	CTA	Elia CA	BE	Fossil Gas 	0.000000	3999.085000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 22:00:00.000	CTA	Elia CA	BE	Wind Onshore 	0.000000	903.745000	2016-01-15 11:02:29.000
2016	1	14	2016-01-14 19:00:00.000	CTA	Elia CA	BE	Wind Onshore 	0.000000	916.160000	2016-01-15 11:02:29.000
2016	1	14	2016-01-14 16:00:00.000	CTA	Elia CA	BE	Fossil Hard coal 	0.000000	462.500000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 19:00:00.000	CTA	Elia CA	BE	Fossil Gas 	0.000000	4053.127500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 04:00:00.000	CTA	Elia CA	BE	Waste 	0.000000	158.400000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 18:00:00.000	CTA	Elia CA	BE	Nuclear 	0.000000	5960.765000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 07:00:00.000	CTA	Elia CA	BE	Wind Onshore 	0.000000	762.215000	2016-01-15 11:02:29.000
2016	1	14	2016-01-14 16:00:00.000	CTA	Elia CA	BE	Hydro Run-of-river and poundage 	0.000000	20.015000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 11:00:00.000	CTA	Elia CA	BE	Other 	0.000000	703.200000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 17:00:00.000	CTA	Elia CA	BE	Biomass 	0.000000	418.002500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 14:00:00.000	CTA	Elia CA	BE	Biomass 	0.000000	418.740000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 16:00:00.000	CTA	Elia CA	BE	Waste 	0.000000	154.475000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 06:00:00.000	CTA	Elia CA	BE	Fossil Oil 	0.000000	0.000000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 06:00:00.000	CTA	Elia CA	BE	Hydro Run-of-river and poundage 	0.000000	18.427500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 21:00:00.000	CTA	Elia CA	BE	Other 	0.000000	607.617500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 01:00:00.000	CTA	Elia CA	BE	Solar 	0.000000	0.000000	2016-01-15 11:02:10.000
2016	1	14	2016-01-14 08:00:00.000	CTA	Elia CA	BE	Fossil Gas 	0.000000	4215.460000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 10:00:00.000	CTA	Elia CA	BE	Biomass 	0.000000	415.542500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 13:00:00.000	CTA	Elia CA	BE	Biomass 	0.000000	416.550000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 09:00:00.000	CTA	Elia CA	BE	Waste 	0.000000	153.672500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 18:00:00.000	CTA	Elia CA	BE	Wind Onshore 	0.000000	827.085000	2016-01-15 11:02:29.000
2016	1	14	2016-01-14 12:00:00.000	CTA	Elia CA	BE	Biomass 	0.000000	414.045000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 04:00:00.000	CTA	Elia CA	BE	Fossil Oil 	0.000000	0.000000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 10:00:00.000	CTA	Elia CA	BE	Wind Onshore 	0.000000	436.965000	2016-01-15 11:02:29.000
2016	1	14	2016-01-14 11:00:00.000	CTA	Elia CA	BE	Nuclear 	0.000000	5960.855000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 07:00:00.000	CTA	Elia CA	BE	Wind Offshore 	0.000000	587.077500	2017-01-10 10:42:05.000
2016	1	14	2016-01-14 10:00:00.000	CTA	Elia CA	BE	Hydro Pumped Storage 	0.000000	492.620000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 13:00:00.000	CTA	Elia CA	BE	Hydro Pumped Storage 	0.000000	157.900000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 00:00:00.000	CTA	Elia CA	BE	Other 	0.000000	582.435000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 07:00:00.000	CTA	Elia CA	BE	Fossil Gas 	0.000000	4168.125000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 01:00:00.000	CTA	Elia CA	BE	Fossil Hard coal 	0.000000	173.050000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 04:00:00.000	CTA	Elia CA	BE	Fossil Hard coal 	0.000000	171.850000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 09:00:00.000	CTA	Elia CA	BE	Nuclear 	0.000000	5957.567500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 05:00:00.000	CTA	Elia CA	BE	Wind Offshore 	0.000000	619.110000	2017-01-10 10:42:05.000
2016	1	14	2016-01-14 06:00:00.000	CTA	Elia CA	BE	Other 	0.000000	664.512500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 00:00:00.000	CTA	Elia CA	BE	Fossil Gas 	0.000000	1893.295000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 00:00:00.000	CTA	Elia CA	BE	Hydro Run-of-river and poundage 	0.000000	18.737500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 07:00:00.000	CTA	Elia CA	BE	Fossil Hard coal 	0.000000	426.550000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 13:00:00.000	CTA	Elia CA	BE	Wind Onshore 	0.000000	486.622500	2016-01-15 11:02:29.000
2016	1	14	2016-01-14 15:00:00.000	CTA	Elia CA	BE	Hydro Pumped Storage 	0.000000	343.900000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 09:00:00.000	CTA	Elia CA	BE	Other 	0.000000	696.380000	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 23:00:00.000	CTA	Elia CA	BE	Waste 	0.000000	159.387500	2017-04-26 15:11:31.000
2016	1	14	2016-01-14 15:00:00.000	CTA	Elia CA	BE	Solar 	0.000000	32.810000	2016-01-15 11:02:10.000
2016	1	14	2016-01-14 18:00:00.000	CTA	Elia CA	BE	Solar 	0.000000	0.000000	2016-01-15 11:02:10.000
2016	1	14	2016-01-14 20:00:00.000	CTA	Elia CA	BE	Wind Offshore 	0.000000	287.895000	2017-01-10 10:42:05.000
